SEL534ant	SEL534BL	SEL535ant	SEL535BL	SEL536ant	SEL536BL	SEL543ant	SEL543BL	SEL562ant	SEL562BL	SEL627ant	SEL627BL	SEL672ant	SEL672BL	geneID
15.368534667653135	12.768750914487432	13.88474919218955	13.877673646946846	17.06295443843454	15.365868863506273	15.589007271366453	17.47986152327415	13.633686064868742	11.741424495780004	15.969110678297454	16.21090083631202	15.8772973576491	15.650037383653455	116158557
8.8836895292463	8.657513088870925	8.71642407896914	8.65838888680433	8.826542772168866	8.745235364286993	9.001446580440064	8.89113996890088	8.72062390791998	8.591014369248313	8.970112238249387	8.7609851247866235	8.833375651835437	8.755024014901261	116158558
10.458230885638889	8.979432552543463	10.546640501772947	8.997737879883237	10.471847264267565	9.011967114621378	10.448826165684588	8.996344411748982	10.132261638611626	8.698007917744087	10.108538801195813	8.953006939908834	10.145847371895771	8.814672752919153	116158560
10.296966142566754	9.66446441130032	9.834408579480208	9.887632644372685	10.065500954676898	9.435290194790488	10.167874766410003	9.495796570163762	9.814709974083776	8.902963403746181	9.970717081770006	9.257728507936605	10.023622937896233	9.389447451807628	116158561
11.031544893095795	10.280245996781842	10.940119463328864	10.314439298135225	10.556402788614704	9.909476315862062	10.739635754363727	10.221934026290283	10.585620505844709	9.957810488596623	10.456914200824025	9.866637869577065	10.437747222785546	9.82660914824071	116158562
9.862872401440518	9.648069971564281	9.923675095670152	9.74670546791638	9.804440303645237	9.681438706038927	9.756164603279178	9.7903178166037	9.650528708262284	9.796233558741523	9.849088604962846	9.625345299394144	9.774858454024786	9.615155587559105	116158563
9.8728032297159	9.669101816661207	9.850308096667302	9.724272379733796	9.795197188828011	9.618359505184698	9.757854511147926	9.598455688668862	9.797251096911245	10.083043115821877	9.656808748786279	9.430054952519738	9.776829898039558	9.601616046688813	116158564
8.581752164021289	8.874951593848653	8.558417233467932	8.612260420702219	9.346019518052932	11.182960718099526	8.792546591323028	11.966315551336795	8.505955815976941	8.715793013454928	8.739132407081673	9.047347146615085	8.939320464350722	8.91539180458681	116158565
11.034969735435308	10.666612650518413	11.119347047764943	10.98795608996876	11.003262107830848	10.950401471876003	11.081497277110644	11.015401683743782	11.099609459599796	10.829132126964833	11.091019933685592	10.900675988428992	11.03937986313965	11.034289452980975	116158566
8.792666650949602	8.799111628393064	8.77127637686797	8.741745844056535	8.90610097102388	8.79608071942248	8.875085960734534	8.792026397749602	8.79136107633331	8.715793013454928	8.924272844697533	9.042715887992458	8.562704084149361	8.597018592588007	116158568
12.207207966555869	11.682750464321998	12.217573668899478	11.829002062446804	12.355614660815554	12.004527539298403	12.057131032473738	11.89496999963851	12.181076115015431	11.581699389664838	12.145702661795761	11.843499729458077	12.164345467921768	11.866214195743746	116158571
13.41917074282866	13.914849309660944	13.589058808985657	14.008961703742159	13.910822749569927	14.017245622193945	13.459841080891954	13.500662631729998	13.958958887807663	13.807420147071404	14.017681290528424	14.069239089382476	13.71207846658687	13.785227887470219	116158572
8.961167757670587	8.917924193762783	8.751569783079114	8.683130661828518	8.921422740632844	8.875395463724947	9.036996195028744	8.871498383517045	9.150241993749308	8.822169274170585	8.930206272860215	8.908361604034758	8.900583134757134	8.685131066842526	116158573
9.258503919580047	9.18341724779406	8.83122067271692	8.833105588414716	10.064450734027497	10.162562965065472	8.894976884354593	8.815049416344616	10.656825736932065	9.819411625809671	9.780884158936196	9.482675555357542	10.868417107009089	10.809564513465423	116158575
10.094630643158018	11.871597454029434	10.21156140627007	12.370325978454398	10.248443137941095	11.80408081888654	10.772828714568607	12.622583722334149	10.515250771616124	11.484951796470702	10.302981948276217	12.625863023733755	9.871196691376943	12.486572603263522	116158576
10.885755602382847	10.28707452886457	10.593358799848016	10.833723172059058	10.810370102894828	10.041649208811403	10.402317308470545	10.473325746114133	10.818657259727658	10.44421563744136	10.887149924620589	10.6869621082202	10.797364560517213	10.558233849465804	116158577
10.329337428630545	11.684213507344422	10.332561973893096	11.598083213463081	10.033587553780636	11.907035559290254	10.547761100855732	11.082234571991362	10.308077360175417	10.663681165533713	9.961661597988963	11.547491549248797	9.645019807511622	11.574562140786027	116158578
12.343447758824844	12.515427874654877	11.982779932636076	12.50288446958548	12.071697240991876	12.531844360148312	12.336990207999987	12.84927976618087	11.796145384192133	11.581699389664838	12.0515450356301	12.68717503004173	11.928584916239544	12.527966409547432	116158579
8.996344253729625	8.841934602760064	9.376539103367506	9.188764978212765	9.094439696291076	8.814877872949793	9.188297830497568	8.836987865105993	8.99263624926573	8.77977611872584	9.081010771379376	8.776486430870188	9.491384694998201	8.838020853670224	116158580
10.204206082752098	9.759973489599567	9.33532936613312	9.685208274132076	9.859601019024678	9.567563762861015	9.700646739076126	9.337929872756847	9.51022422883149	9.242320190170382	9.411429979182037	9.188895337390607	10.110900032652399	9.819961258959141	116158581
8.331522976194952	8.657513088870925	8.331522976194952	8.919173260994153	8.331522976194952	8.544288016414297	8.331522976194952	9.384058140063058	8.44188429015039	8.914355780048545	8.331522976194952	8.41446708295206	8.331522976194952	8.484951017859702	116158583
11.679243460659796	11.565290699728994	11.148421429730675	10.993041810082355	12.922282928373644	13.036030837469486	11.977981362581438	12.6908363482006	12.57936361699733	11.759522444185446	12.497105417118053	12.435059323190933	12.779727178395209	13.028125193371134	116158584
9.805883871833805	9.805770524259925	9.014862618388422	9.298865548334648	9.374703880204784	9.267403449048423	9.709512430399071	9.63626222973448	9.091471459230302	8.78712527383277	9.482376098298618	9.412801797045041	9.199620941405284	9.160814546758287	116158585
9.258503919580047	9.059128685669721	9.305821778601805	9.029648594514951	8.695106628773951	8.86718638054877	8.640603680644537	8.574133356761022	9.048001338858063	8.72437697087971	8.671835086691042	8.701496753242006	8.933947441486252	8.934692312409723	116158586
8.331522976194952	8.331522976194952	8.438567663536139	8.331522976194952	8.593343599687577	8.86718638054877	9.332861415616744	9.348019731943683	8.712808372960945	8.331522976194952	8.452085536671643	8.516889648349448	8.4472062459257	8.565741337309522	116158587
9.324371536572878	9.202882689377196	8.331522976194952	8.649706533421561	8.741908151988051	8.331522976194952	9.130206708132473	8.829786558146637	9.505577295523242	9.361769312022593	8.331522976194952	8.331522976194952	8.331522976194952	8.781588545109543	116158588
8.331522976194952	9.501031649591942	9.297594014832242	8.331522976194952	8.331522976194952	8.331522976194952	8.331522976194952	8.331522976194952	9.933022156423258	8.962949808931677	9.076355332242626	8.999474993899584	10.479228933539405	8.331522976194952	116158593
11.99805506513937	11.930989847938605	12.058085739111084	11.849120260138424	12.162228438465798	12.10088271475283	11.971998194258632	11.919579566997873	11.766524173316666	11.759083768302943	11.777021052598409	11.804195534649125	11.926653008340539	11.88455341352214	116158596
10.196694359197057	10.156560000952881	10.394550701535746	10.218865774972258	10.444210733628536	10.491598688429116	10.363252298103818	10.261451995164709	10.281413714228014	10.624406113145168	10.302981948276217	10.176731094247943	10.302104144363947	10.225178494615013	116158597
8.71312031228204	8.623220966732667	8.730863301788993	8.844017393409127	9.269846624696083	9.23511979659265	8.331522976194952	8.331522976194952	10.412651148762203	9.685399014702886	10.035650159115376	9.471838589285781	10.850164932719897	10.560669047655901	116158599
9.163403755048314	9.020520029577344	8.874264957215543	8.870291569962074	8.90610097102388	8.699379586147108	8.59134832543077	8.602690013113122	9.075983077696927	8.941858188559674	9.172327102136418	9.154031036863314	8.883103512414502	8.874622216479807	116158602
8.8197258228825	8.935358411175116	9.289285210801836	9.234040701468674	8.940003595543315	8.922148839848111	8.88012959408776	8.822475404788353	8.916812794883374	8.7327729192397	8.91827604509681	8.984377382263709	8.944643675657142	9.085288296280773	116158606
9.061296136169307	9.320705453129058	9.188693992300049	9.86942529485245	9.298943778871939	10.09755515076877	9.340634508377104	9.848769764741643	9.018785336715085	9.305758416426235	8.970112238249387	9.250755737938762	9.06890731684914	9.568365521279862	116158607
11.942389562841953	12.24450498087342	12.871724368990607	13.152852018032872	11.930863509239718	12.443785193887946	12.061286740469754	12.1256518517374	11.954395408070837	11.847527924151526	12.736813821999856	13.069946320585549	12.116422109059075	12.586327891821243	116158608
8.85518135261982	9.490039090691425	9.01889109467521	9.42486061359313	8.79848390403277	9.211238943721606	9.25095298490288	9.5750804525349	9.332068495137268	9.343497191494036	9.042839540889954	9.401116667246333	8.865022961598784	9.504367710091715	116158610
9.136122154549522	9.138750112622766	9.908772816885728	9.457205369568223	9.283402236055386	9.140161463540984	8.6829344253805	8.55849755159108	9.407528812016492	9.358750175854158	8.331522976194952	8.331522976194952	9.39291936567457	9.133408270008532	116158611
11.693911985756644	10.34952550841608	11.157026062914058	10.137488564922489	11.11559017475719	10.276156613976012	11.481154621328464	10.485479068885425	11.7265817337959	10.053727082415799	11.599805878770146	10.421732799894404	11.45162442027847	10.385172156132185	116158612
9.792309499440126	9.79140385461357	10.068363836577442	10.142355698023636	9.980678467863534	9.895155510478604	9.965348831850864	10.208478588510506	9.902971819163788	10.817964682042085	9.876818148260185	9.843993026243414	9.640554785107973	9.734508267606406	116158617
